trip_distance,demand_level,supply_level,traffic_density,is_peak_hour,is_raining,final_price
11.26,60.0,17,1.97,1,0,382.52
10.85,80.0,50,2.92,0,0,263.98
24.72,123.0,42,3.3,1,0,713.41
12.28,100.0,11,3.04,1,0,563.31
7.15,23.0,43,1.41,0,0,178.41
22.39,29.0,38,1.67,0,0,421.16
12.79,14.0,10,1.29,0,0,282.54
15.38,40.0,7,2.07,0,0,440.59
3.3,71.0,57,2.64,0,0,125.04
10.19,21.0,42,1.04,0,0,189.2
23.66,65.0,42,1.21,0,0,456.23
15.15,65.0,12,1.46,0,0,430.4
9.27,51.0,34,3.23,1,0,309.55
16.02,75.0,13,2.79,0,0,493.98
22.85,35.0,19,2.51,0,0,487.84
7.58,77.0,34,2.05,0,1,274.96
13.12,39.0,53,,0,0,220.54
24.01,59.0,1,3.31,1,0,1351.4
5.14,75.0,33,1.21,0,0,154.33
18.27,74.0,27,2.5,1,0,527.55
15.75,88.0,10,1.62,0,0,512.44
17.31,90.0,23,2.52,1,0,561.73
9.43,53.0,13,2.46,1,0,355.47
8.53,94.0,31,3.34,1,0,325.38
17.42,45.0,31,1.34,0,0,345.01
6.17,,15,2.69,0,0,230.85
11.07,63.0,46,2.72,0,0,273.8
5.52,72.0,13,1.98,0,0,226.47
1.2,67.0,20,1.21,0,0,72.25
24.28,36.0,55,2.15,0,0,433.07
11.36,41.0,12,3.44,1,0,440.16
24.26,94.0,17,1.58,0,0,645.97
4.37,117.0,1,3.48,1,0,398.54
15.1,94.0,21,2.35,0,0,432.27
5.82,32.0,13,2.97,0,1,248.83
19.96,44.0,36,2.65,0,0,407.4
19.81,71.0,30,1.4,0,0,449.85
3.7,81.0,46,1.9,0,0,150.75
22.89,98.0,46,2.01,1,0,635.53
5.67,85.0,26,1.14,0,0,167.81
15.71,103.0,39,3.21,1,0,500.31
24.66,80.0,22,3.63,1,0,753.67
22.18,42.0,59,2.95,0,0,459.32
23.96,48.0,10,,1,0,787.7
9.22,118.0,30,2.2,1,1,453.21
3.53,113.0,19,2.92,1,0,245.67
5.52,88.0,22,2.2,1,1,322.58
13.01,41.0,23,2.39,1,1,483.35
20.04,12.0,46,2.67,0,0,369.35
4.6,32.0,5,2.62,0,0,213.74
16.83,113.0,25,3.59,1,0,593.53
8.77,58.0,24,2.76,1,1,374.78
9.19,27.0,44,2.13,0,0,210.22
16.89,44.0,29,2.54,0,0,379.23
12.21,63.0,56,1.48,0,0,265.26
20.49,69.0,57,2.65,0,0,475.04
4.74,18.0,22,1.04,0,0,133.04
19.96,61.0,41,2.6,0,1,570.64
2.54,89.0,37,3.35,1,0,143.3
5.66,21.0,55,1.6,0,0,140.85
16.75,26.0,13,2.46,0,1,484.16
21.52,124.0,9,2.23,1,0,1032.24
7.06,88.0,23,2.95,1,0,303.13
8.85,57.0,41,2.4,0,0,209.3
13.89,36.0,9,2.43,0,0,370.11
6.08,23.0,59,2.97,0,0,192.21
20.47,94.0,38,2.16,1,0,568.72
19.57,22.0,13,1.96,0,0,396.5
4.49,12.0,41,2.76,0,0,139.45
12.13,103.0,4,2.92,1,0,784.34
19.6,,19,3.55,1,0,752.36
9.1,81.0,59,1.87,0,0,197.09
16.19,32.0,42,2.59,0,0,347.65
2.21,89.0,14,2.74,0,0,153.4
15.61,82.0,42,2.69,0,0,382.85
4.66,48.0,24,2.74,0,0,150.07
20.93,67.0,46,1.44,0,0,411.4
9.53,27.0,13,1.88,0,0,230.47
7.76,63.0,7,1.35,0,0,284.02
21.18,70.0,37,2.16,1,0,567.78
2.2,73.0,15,1.98,0,0,117.17
10.52,51.0,8,2.92,0,0,368.2
9.88,76.0,43,2.98,1,1,398.27
7.84,79.0,32,2.71,0,0,211.2
22.88,,35,3.67,1,0,722.44
19.02,97.0,42,1.17,0,0,416.53
2.53,51.0,15,1.32,0,0,131.18
18.15,92.0,55,1.58,0,0,383.2
13.66,38.0,36,2.23,0,0,293.05
22.62,79.0,22,1.12,0,0,513.69
8.51,12.0,44,2.57,0,0,176.38
14.78,27.0,58,1.13,0,0,259.0
13.02,94.0,50,1.32,0,0,281.67
12.75,38.0,23,1.76,0,0,286.53
11.95,61.0,20,2.12,0,0,333.42
5.94,51.0,7,,0,1,349.88
19.14,91.0,7,3.73,1,1,1065.45
11.83,45.0,53,2.77,0,0,297.28
24.0,47.0,45,2.01,1,1,762.47
7.26,89.0,41,2.26,0,0,210.21
17.39,95.0,57,1.88,0,0,375.71
23.58,11.0,52,1.25,0,1,542.31
16.92,90.0,24,2.91,1,0,567.5
21.91,54.0,8,2.51,1,1,932.73
20.86,56.0,48,2.49,1,0,546.8
9.64,22.0,55,1.19,0,0,179.28
15.4,93.0,46,3.76,1,0,474.01
4.75,34.0,40,2.45,0,1,221.44
13.85,83.0,10,1.56,0,0,480.2
6.53,,36,2.83,0,0,206.6
18.85,42.0,45,2.9,0,0,398.56
13.67,117.0,34,3.42,1,0,480.22
10.87,31.0,36,2.32,0,0,230.35
7.45,53.0,16,1.75,0,1,255.76
24.97,13.0,47,1.87,0,0,427.84
2.72,65.0,33,2.71,1,0,167.8
2.05,10.0,29,2.9,0,0,124.85
6.21,19.0,29,2.52,0,0,156.23
24.31,11.0,58,1.58,0,0,404.12
24.5,68.0,2,3.05,1,0,1367.38
16.72,64.0,36,2.99,1,1,604.01
22.12,96.0,39,2.62,0,1,696.18
6.14,69.0,10,1.19,0,0,218.86
24.33,128.0,37,3.2,1,1,928.73
4.43,52.0,1,2.46,1,0,402.57
3.43,49.0,48,1.26,0,0,103.32
3.69,43.0,39,2.46,0,0,128.52
14.76,74.0,20,2.46,1,0,494.79
19.74,88.0,35,2.46,0,0,486.88
9.8,48.0,25,1.32,0,0,230.68
24.47,51.0,28,2.97,0,1,692.29
11.43,93.0,59,2.61,0,1,388.7
4.61,95.0,14,1.58,0,0,204.74
12.18,64.0,1,3.28,1,0,764.3
17.3,23.0,30,1.27,0,0,319.68
20.97,122.0,22,3.11,1,0,732.16
12.01,125.0,1,1.92,1,0,763.09
15.25,96.0,48,1.67,0,0,350.59
7.42,40.0,8,3.76,1,1,383.32
16.5,48.0,11,1.24,0,0,412.71
24.66,39.0,21,2.19,0,0,500.33
2.18,14.0,19,1.14,0,0,96.95
22.28,80.0,26,2.34,0,1,670.86
14.49,71.0,36,1.56,0,0,331.98
7.05,86.0,30,1.62,0,0,227.57
23.92,40.0,27,1.68,0,0,463.64
12.6,16.0,30,1.41,0,0,231.96
8.96,68.0,44,3.68,1,0,326.7
5.36,90.0,18,3.61,1,1,341.85
6.87,98.0,26,2.74,0,0,254.96
20.99,86.0,59,1.21,0,0,419.81
15.75,88.0,31,1.47,0,0,360.48
22.92,60.0,25,2.22,0,0,527.79
6.57,,31,3.74,1,0,279.11
3.91,108.0,37,3.01,1,1,285.39
1.15,23.0,12,1.65,0,0,118.06
13.19,32.0,18,2.63,0,0,319.84
24.96,89.0,6,1.27,0,0,977.63
17.68,97.0,56,2.76,0,0,398.46
8.4,82.0,1,3.75,1,0,617.01
22.04,65.0,31,2.94,0,0,502.3
19.76,60.0,2,2.1,1,1,1155.76
1.37,39.0,8,2.1,0,0,124.79
20.6,85.0,14,2.17,0,0,604.64
8.21,49.0,50,1.39,0,0,194.36
4.59,31.0,58,2.09,0,0,137.16
6.43,41.0,41,3.09,1,1,299.37
12.25,62.0,4,2.46,1,0,640.76
11.2,126.0,10,2.43,1,1,670.53
7.93,95.0,7,1.12,0,0,389.46
5.13,101.0,17,3.71,1,0,276.67
19.29,39.0,6,2.61,0,0,571.65
24.76,36.0,5,2.52,0,1,869.27
19.67,84.0,15,1.04,0,0,513.17
8.1,46.0,52,2.25,0,0,210.12
6.88,109.0,38,2.16,1,0,254.79
6.22,25.0,41,2.32,0,0,182.95
4.28,29.0,24,2.24,0,0,131.73
14.23,83.0,25,2.7,0,0,387.57
15.53,55.0,34,1.51,0,0,344.95
17.93,83.0,29,1.05,0,0,377.86
17.33,34.0,51,2.83,0,0,368.15
8.02,98.0,11,3.62,1,0,424.58
8.93,95.0,44,1.91,0,0,269.14
17.36,71.0,45,1.96,1,0,486.13
9.39,26.0,27,2.0,0,0,235.41
6.1,99.0,23,2.05,0,0,233.87
9.98,89.0,48,2.64,0,0,266.72
7.53,49.0,15,3.23,1,0,323.4
3.12,26.0,11,1.14,0,0,130.4
20.92,11.0,10,2.41,0,0,431.08
21.47,105.0,1,2.07,1,0,1221.31
6.27,38.0,7,1.18,0,0,203.71
2.55,43.0,35,2.6,1,0,126.65
18.73,39.0,15,1.15,0,0,395.67
6.08,100.0,16,3.46,1,1,386.63
10.44,67.0,54,1.93,0,0,227.58
2.54,85.0,52,2.17,0,0,128.56
6.43,43.0,57,2.15,0,1,240.59
20.03,87.0,46,2.96,0,0,433.81
20.31,63.0,42,3.63,1,0,582.27
5.97,127.0,3,3.5,1,0,482.16
9.06,91.0,24,1.77,0,0,275.74
4.22,34.0,6,1.29,0,0,181.03
2.78,98.0,54,2.18,0,0,133.07
24.81,34.0,20,1.88,0,0,500.84
16.73,39.0,30,1.45,0,0,321.71
14.01,64.0,56,1.2,0,0,264.25
19.37,98.0,27,1.87,0,0,480.73
21.16,33.0,18,2.3,0,0,457.41
20.36,48.0,25,2.25,0,0,457.22
1.4,86.0,27,2.55,0,0,131.44
5.48,11.0,16,1.93,0,0,152.46
16.72,43.0,8,1.64,0,0,455.76
10.02,55.0,11,2.88,1,0,409.34
24.58,57.0,35,2.95,0,1,690.76
16.97,33.0,32,1.09,0,0,322.24
23.96,89.0,46,2.86,1,0,662.24
5.83,11.0,57,1.66,0,0,130.98
21.73,48.0,58,1.21,0,1,532.62
8.71,90.0,56,1.87,0,0,244.38
24.75,68.0,43,2.28,0,0,499.68
4.78,32.0,40,2.06,0,1,196.22
13.39,21.0,51,1.06,0,0,235.97
20.03,116.0,8,2.96,1,0,1036.23
11.38,78.0,56,1.46,0,1,329.59
12.23,24.0,58,1.68,0,0,218.36
24.67,99.0,25,2.42,1,0,770.33
11.21,73.0,37,2.72,0,0,276.51
15.5,11.0,13,1.1,0,0,260.71
2.31,79.0,26,1.7,0,0,124.83
21.21,73.0,40,1.79,0,0,443.53
16.56,75.0,24,3.04,1,0,526.53
10.7,126.0,46,3.38,1,0,375.43
1.39,22.0,13,2.46,0,0,92.15
15.2,41.0,3,3.31,1,1,833.07
1.3,14.0,58,1.38,0,0,75.61
1.03,49.0,16,2.82,0,0,122.85
15.79,89.0,32,1.83,0,0,377.76
5.54,73.0,20,1.02,0,0,184.5
5.61,48.0,41,2.34,0,0,148.51
16.68,44.0,53,2.21,0,0,342.6
2.29,66.0,10,1.25,0,0,153.18
8.52,80.0,3,3.72,1,0,637.35
4.59,84.0,37,2.92,1,0,207.42
14.92,43.0,38,1.94,0,1,409.48
16.88,28.0,35,1.8,0,0,357.16
18.31,99.0,11,1.42,0,0,643.72
7.13,81.0,26,3.71,1,0,324.87
3.14,56.0,43,3.2,1,1,210.01
2.89,44.0,47,2.14,0,0,133.68
11.23,85.0,58,2.26,0,0,243.07
23.7,44.0,28,,0,0,505.81
6.23,15.0,34,2.27,0,1,217.26
7.16,61.0,46,1.23,0,1,257.0
3.42,83.0,30,2.39,0,0,136.21
15.53,52.0,37,2.13,0,0,351.5
17.32,32.0,30,2.93,0,0,387.19
16.43,92.0,23,2.47,0,1,570.01
21.67,82.0,1,2.49,1,1,1227.22
12.67,62.0,56,1.27,0,0,242.4
4.23,111.0,14,2.76,1,0,290.77
7.95,82.0,42,2.36,0,0,207.68
16.9,76.0,52,1.35,0,0,365.03
15.71,75.0,16,2.3,0,1,578.0
13.74,73.0,37,3.45,1,0,425.77
17.39,44.0,26,1.31,0,1,483.43
16.3,91.0,54,2.41,0,0,364.92
22.15,36.0,59,1.14,0,0,355.26
15.06,36.0,11,1.02,0,1,443.52
19.69,73.0,26,1.07,0,0,427.1
6.97,78.0,21,3.06,1,0,296.93
17.28,99.0,8,3.75,1,0,845.67
22.65,120.0,7,3.34,1,1,1275.58
10.26,112.0,14,2.31,1,0,461.21
19.7,32.0,12,1.14,0,0,427.84
18.39,87.0,50,2.23,0,0,387.16
2.43,20.0,22,1.01,0,0,122.96
14.96,13.0,8,2.59,0,0,329.33
4.12,90.0,17,2.29,1,0,225.16
24.22,47.0,27,1.6,0,0,508.46
20.47,90.0,1,2.49,1,0,1178.13
3.63,87.0,35,3.33,1,0,206.27
3.92,89.0,6,1.53,0,1,305.27
15.27,45.0,50,1.57,0,0,300.14
9.28,34.0,48,2.08,0,0,214.62
1.84,14.0,26,1.93,0,1,140.62
14.0,83.0,55,2.91,0,0,339.51
10.31,78.0,54,,0,0,220.94
3.43,91.0,48,1.18,0,0,160.11
20.25,62.0,1,2.88,1,0,1176.39
22.96,23.0,14,1.37,0,0,458.13
19.16,61.0,38,1.83,0,0,369.69
20.74,126.0,25,2.17,1,0,697.57
6.2,57.0,18,2.76,0,1,263.41
7.33,66.0,56,1.65,0,0,187.74
6.0,72.0,42,,1,0,249.33
19.36,77.0,13,3.7,1,0,715.19
23.75,104.0,40,3.68,1,0,732.61
18.2,15.0,33,2.05,0,0,340.47
22.16,30.0,50,2.97,0,0,428.37
16.33,36.0,59,2.31,0,0,327.68
10.3,108.0,30,2.06,1,1,460.81
11.22,15.0,34,2.78,0,0,256.74
2.81,49.0,15,1.94,0,1,182.55
1.75,64.0,24,2.11,1,1,189.75
17.69,108.0,16,3.38,1,0,702.53
11.52,71.0,57,2.25,0,0,261.62
14.25,88.0,6,2.76,0,1,748.83
14.38,55.0,43,2.65,0,0,310.45
7.66,87.0,19,2.44,1,0,311.3
12.42,47.0,49,1.51,0,0,266.48
12.3,70.0,12,2.47,0,1,489.09
10.32,90.0,36,2.15,0,0,270.65
20.7,56.0,38,1.94,1,0,516.98
11.83,57.0,11,1.36,0,0,369.28
15.49,72.0,16,2.1,1,0,523.75
22.49,27.0,33,2.18,0,0,403.68
21.79,45.0,6,1.17,0,0,590.6
22.37,93.0,32,2.22,1,0,649.82
7.48,12.0,47,2.09,0,0,177.48
1.84,98.0,53,1.27,0,1,133.18
7.27,29.0,19,1.5,0,0,218.65
7.69,40.0,58,2.81,0,0,189.58
22.82,60.0,49,3.19,1,0,640.02
16.58,73.0,14,2.41,1,0,569.25
2.96,66.0,30,2.75,0,0,122.32
4.25,46.0,15,1.5,0,0,146.17
4.74,10.0,27,2.18,0,1,169.16
16.13,96.0,35,2.54,1,0,463.23
18.65,64.0,53,2.5,0,0,395.96
21.63,,46,2.54,1,0,575.49
23.58,32.0,46,1.5,0,0,429.27
5.84,114.0,1,3.02,1,0,474.62
8.43,87.0,1,3.29,1,0,575.02
6.77,29.0,52,2.07,0,0,155.67
9.61,46.0,1,3.23,1,1,654.97
22.95,11.0,27,1.84,0,0,411.85
14.8,49.0,28,2.59,0,0,341.29
18.72,33.0,31,2.17,0,0,373.6
12.76,83.0,11,1.39,0,0,425.44
1.69,18.0,38,2.78,0,0,89.66
2.54,52.0,8,2.67,0,0,147.25
13.91,60.0,6,2.93,0,1,653.9
18.25,94.0,27,2.14,0,0,448.73
6.17,87.0,52,2.35,0,0,169.54
18.33,59.0,40,2.73,0,1,524.36
20.46,96.0,59,1.11,0,0,386.63
10.89,85.0,26,2.82,0,0,316.47
18.91,61.0,4,2.34,1,0,856.21
10.7,,46,1.11,0,1,297.76
17.28,91.0,39,1.48,0,0,407.96
19.34,,45,2.17,0,1,545.2
24.81,76.0,31,1.1,0,0,518.08
9.29,13.0,28,1.0,0,1,280.86
10.86,39.0,11,2.28,0,1,386.69
4.97,94.0,55,1.91,0,0,127.47
5.9,31.0,25,2.69,0,0,179.18
17.64,82.0,12,1.52,0,0,531.36
23.01,50.0,54,1.56,0,0,444.19
10.47,25.0,40,,0,0,209.19
5.32,65.0,9,2.08,0,0,233.17
7.84,78.0,20,1.73,0,0,246.23
11.92,23.0,22,1.68,0,0,262.02
7.98,61.0,42,1.92,0,1,269.23
6.61,53.0,17,3.5,1,0,289.05
18.66,86.0,38,2.01,1,0,534.53
1.19,25.0,56,2.05,0,1,121.47
13.94,52.0,41,1.39,0,0,298.66
20.05,77.0,55,1.42,0,0,370.61
7.39,46.0,25,1.51,0,0,178.4
15.48,23.0,49,1.92,0,0,272.09
17.05,50.0,26,1.99,0,0,381.25
16.72,96.0,17,,0,0,529.38
11.7,82.0,40,2.78,0,0,306.67
9.32,33.0,15,2.17,0,1,315.09
21.06,84.0,10,1.56,0,0,676.56
19.2,58.0,3,3.44,1,0,973.17
8.71,92.0,24,2.59,0,1,359.15
3.47,21.0,43,2.6,0,0,118.78
2.72,56.0,28,1.03,0,1,168.6
3.26,21.0,16,2.51,0,1,162.42
14.99,12.0,46,2.71,0,0,278.54
2.24,39.0,39,2.21,0,0,113.75
9.09,67.0,43,2.5,0,0,248.34
19.08,85.0,19,3.35,1,0,641.89
8.06,60.0,31,2.01,0,0,219.38
19.32,24.0,46,2.63,0,0,368.43
18.89,82.0,1,3.38,1,0,1127.59
6.9,31.0,16,2.83,0,0,206.74
18.49,48.0,1,3.64,1,1,1084.81
18.95,78.0,7,2.86,1,1,960.14
10.54,90.0,43,1.06,0,0,255.28
6.05,77.0,54,1.04,0,0,142.44
13.51,96.0,34,3.68,1,0,433.22
23.11,107.0,1,2.47,1,0,1329.96
16.35,16.0,33,1.76,0,0,313.08
5.15,11.0,51,1.94,0,0,157.22
17.39,63.0,54,1.53,0,0,366.98
11.25,76.0,1,2.98,1,0,745.17
15.2,83.0,27,2.57,0,1,517.63
18.62,121.0,38,2.31,1,0,598.6
13.36,67.0,2,3.29,1,0,867.17
20.54,98.0,31,3.14,1,0,634.22
18.33,55.0,6,2.05,0,0,597.43
15.76,72.0,54,1.65,0,0,338.72
4.62,44.0,8,2.75,0,0,197.37
21.06,94.0,55,1.81,0,0,431.76
23.46,67.0,27,1.75,0,1,669.28
4.29,98.0,25,2.28,0,0,189.98
12.72,22.0,57,2.84,0,1,394.29
7.21,80.0,30,2.02,0,0,217.18
19.11,45.0,34,3.25,1,0,524.64
18.32,93.0,34,1.91,0,0,417.29
4.38,54.0,37,1.44,0,0,126.87
22.05,14.0,26,1.25,0,0,394.13
5.34,77.0,6,2.07,1,0,341.96
20.13,83.0,1,1.84,1,0,1201.22
11.97,34.0,24,2.11,0,0,250.57
8.88,91.0,11,1.26,0,0,324.57
4.8,127.0,24,3.53,1,0,260.35
5.02,24.0,47,2.97,0,0,159.78
16.89,81.0,45,1.99,0,0,362.72
14.21,86.0,12,1.9,0,0,492.38
3.93,48.0,21,1.7,0,0,142.19
3.7,57.0,47,2.28,0,0,117.82
2.74,61.0,32,2.22,0,0,111.39
18.85,69.0,36,1.69,0,0,383.21
18.09,98.0,52,1.69,0,0,390.92
2.4,32.0,13,2.29,0,1,166.66
14.45,78.0,48,2.11,0,0,338.13
3.03,61.0,8,2.44,0,0,189.41
22.69,95.0,7,2.88,0,0,908.44
22.77,31.0,48,2.56,0,0,449.42
17.76,34.0,54,1.61,0,0,298.84
23.23,64.0,40,2.52,0,0,464.5
20.47,73.0,52,1.9,0,0,436.79
20.88,74.0,11,2.56,0,0,637.11
14.67,13.0,14,2.77,0,0,321.96
8.35,61.0,37,1.5,0,0,198.05
6.23,41.0,18,1.48,0,0,155.74
8.85,62.0,22,1.87,0,1,319.77
16.08,35.0,37,1.1,0,0,302.47
5.14,118.0,48,3.17,1,0,252.23
7.21,74.0,20,3.3,1,0,295.16
12.23,53.0,33,2.49,1,0,381.45
6.59,43.0,54,1.93,0,0,150.02
15.13,69.0,21,2.18,0,0,405.22
23.16,64.0,37,1.95,1,0,614.63
18.95,63.0,32,2.42,0,1,564.63
16.99,36.0,6,2.05,0,1,595.87
14.99,30.0,44,2.25,0,0,284.0
12.71,87.0,31,3.25,1,0,433.81
5.48,44.0,36,2.35,0,0,149.78
22.47,61.0,31,1.19,0,0,464.56
6.96,,35,2.57,0,0,205.02
3.19,,58,2.22,0,0,97.99
19.0,54.0,1,3.23,1,1,1094.61
5.21,14.0,39,1.52,0,0,122.47
9.93,99.0,36,1.44,0,1,366.91
1.68,42.0,15,2.65,0,1,179.65
4.29,64.0,47,2.58,1,0,217.04
5.16,120.0,17,2.95,1,0,305.59
2.31,91.0,41,2.9,1,0,140.45
16.76,83.0,17,2.97,1,0,625.07
21.09,,43,1.14,0,0,340.67
9.96,95.0,29,2.4,1,1,441.74
21.99,75.0,21,1.13,0,1,660.32
6.12,47.0,46,2.76,1,0,231.84
8.81,92.0,53,2.8,0,0,229.99
4.62,73.0,24,1.78,0,0,169.96
15.89,38.0,47,2.56,0,0,345.35
11.08,57.0,54,1.57,0,0,230.35
15.72,28.0,36,2.71,0,0,329.08
19.28,18.0,42,1.84,0,0,336.05
14.1,81.0,50,,0,0,319.95
16.06,54.0,1,3.19,1,1,977.06
23.45,107.0,9,2.83,1,0,1037.08
8.18,102.0,26,,1,0,326.09
9.62,77.0,28,1.92,1,1,446.24
18.22,56.0,30,1.33,0,1,492.72
15.67,22.0,55,2.54,0,0,299.02
5.28,55.0,19,2.84,0,0,194.48
10.03,75.0,3,2.14,1,0,670.82
12.23,49.0,1,2.94,1,0,764.67
11.07,94.0,28,1.87,1,0,348.92
5.28,62.0,27,2.38,1,0,171.83
23.19,32.0,25,1.9,0,0,449.09
19.3,77.0,7,2.47,0,1,856.33
12.55,83.0,24,1.89,1,0,404.47
17.32,14.0,9,2.56,0,0,378.47
22.53,13.0,28,1.41,0,0,397.64
4.27,39.0,56,2.52,0,1,194.67
7.01,61.0,20,,0,1,255.13
14.02,52.0,1,2.48,1,0,865.56
20.18,27.0,44,2.45,0,0,384.74
1.87,41.0,39,1.47,0,0,98.01
24.62,42.0,30,1.44,0,0,454.33
11.92,67.0,48,1.12,0,0,281.58
9.62,101.0,1,2.59,1,0,644.67
8.03,80.0,24,1.2,0,0,235.39
5.18,23.0,58,1.84,0,0,140.86
20.0,23.0,50,1.02,0,0,321.54
23.93,49.0,5,2.11,1,0,889.01
10.93,68.0,24,2.86,0,0,311.04
23.86,78.0,33,3.39,1,0,684.65
20.77,55.0,8,1.47,0,0,605.53
12.55,27.0,42,2.44,0,0,264.97
17.18,58.0,40,3.14,1,0,489.78
11.44,46.0,46,1.35,0,0,236.6
14.41,12.0,34,1.74,0,1,373.14
2.39,64.0,40,2.83,0,0,141.27
17.71,16.0,49,2.48,0,1,475.82
2.27,80.0,26,2.52,0,0,155.19
20.61,61.0,44,2.13,0,0,415.85
20.8,63.0,22,2.33,0,0,475.98
6.69,47.0,9,2.02,0,1,299.5
8.77,102.0,38,3.28,1,0,341.01
12.55,73.0,34,2.47,0,0,300.6
15.32,15.0,59,1.06,0,0,258.36
7.9,83.0,9,2.26,0,0,325.12
15.22,61.0,43,2.26,0,0,339.14
8.15,53.0,55,1.13,0,0,183.68
2.33,75.0,8,2.62,1,0,215.82
1.06,76.0,5,3.6,1,0,227.48
3.43,73.0,56,2.91,0,0,142.53
20.01,57.0,25,2.56,0,1,607.9
24.07,36.0,15,1.3,0,0,499.19
11.25,104.0,26,2.55,1,0,402.33
13.3,10.0,33,1.37,0,0,244.74
4.52,,7,2.3,0,0,242.08
14.22,94.0,17,2.55,0,0,448.36
4.47,46.0,10,2.77,0,0,201.24
15.67,58.0,52,2.72,0,0,347.8
23.4,94.0,22,2.0,1,1,906.41
5.7,48.0,35,1.25,0,0,161.94
19.35,45.0,27,2.82,0,0,422.7
1.56,75.0,42,2.69,0,0,105.52
10.01,75.0,42,1.92,0,0,247.99
3.66,77.0,57,1.86,0,1,152.86
9.46,41.0,1,2.91,1,0,616.1
5.16,74.0,26,2.19,0,0,166.8
9.96,27.0,49,1.51,0,0,207.31
11.02,80.0,34,2.61,1,0,355.94
8.21,48.0,53,,0,0,189.22
16.76,35.0,38,1.41,0,0,327.3
23.05,84.0,42,3.0,0,0,519.94
10.61,42.0,32,2.37,1,0,363.95
5.62,58.0,11,2.1,0,1,290.14
7.5,37.0,5,2.11,0,0,288.35
21.5,25.0,36,1.9,0,1,553.77
14.72,31.0,26,1.48,0,0,297.5
11.92,119.0,34,2.93,1,0,438.98
4.59,86.0,7,1.18,0,0,267.18
11.79,88.0,1,2.57,1,0,766.69
7.68,37.0,21,1.45,0,0,220.2
23.64,25.0,39,1.25,0,0,382.38
22.22,103.0,17,3.65,1,0,826.66
3.01,69.0,33,2.4,0,0,123.34
13.4,75.0,6,1.34,0,0,575.37
6.4,35.0,50,2.9,0,0,163.84
10.86,51.0,10,1.43,0,0,308.55
22.04,12.0,59,1.47,0,0,381.71
13.66,60.0,44,2.07,1,0,368.46
9.02,71.0,18,3.26,1,0,376.79
5.99,109.0,1,2.94,1,0,483.15
20.21,108.0,6,1.92,1,0,1047.05
15.99,33.0,9,1.05,0,0,406.86
12.23,74.0,46,2.07,0,0,298.12
6.22,,19,2.3,0,0,189.0
9.02,119.0,7,3.45,1,0,586.31
24.04,17.0,14,1.96,0,0,471.58
13.48,54.0,26,2.35,0,0,301.62
10.62,98.0,33,2.47,0,0,321.66
13.51,20.0,53,2.23,0,0,285.26
19.7,66.0,49,1.7,0,0,382.63
9.16,21.0,11,1.26,0,0,235.25
5.29,111.0,16,3.1,1,1,354.84
15.04,19.0,8,2.54,0,0,365.57
16.96,102.0,1,2.18,1,0,1032.23
18.11,44.0,26,1.99,0,0,370.81
22.17,77.0,18,2.59,1,0,705.43
9.91,30.0,30,1.41,0,0,234.3
2.81,90.0,16,2.29,1,0,215.49
24.0,27.0,9,1.48,0,0,508.38
11.44,27.0,14,1.84,0,0,272.38
15.96,65.0,49,2.58,1,0,436.23
16.99,29.0,23,,0,0,349.69
14.12,34.0,45,1.19,0,1,376.54
5.93,91.0,26,2.16,0,0,173.35
19.12,89.0,31,1.04,0,0,422.91
20.29,54.0,6,1.51,0,1,788.84
14.27,67.0,25,2.0,0,0,352.52
12.73,27.0,29,2.37,0,1,372.76
3.73,57.0,26,2.54,0,0,156.77
3.01,53.0,3,1.87,1,0,271.55
9.15,16.0,35,2.07,0,0,210.57
8.46,47.0,49,1.71,0,0,175.97
23.89,73.0,5,2.39,0,0,950.91
19.81,38.0,19,1.57,0,0,406.81
16.84,96.0,34,2.49,0,0,400.44
13.42,64.0,17,2.2,0,0,383.95
5.02,120.0,8,3.38,1,1,444.78
24.48,84.0,37,3.77,1,0,721.81
10.0,91.0,38,2.82,0,0,268.53
3.57,28.0,29,2.19,0,1,170.42
12.85,11.0,37,2.79,0,0,273.93
21.98,105.0,37,2.11,1,0,665.98
22.29,121.0,15,1.89,1,0,853.31
1.26,45.0,58,2.07,0,1,96.97
22.27,65.0,36,,0,0,494.55
7.52,30.0,20,2.42,0,0,198.47
1.94,72.0,9,1.61,0,0,151.1
21.35,11.0,31,2.34,0,0,380.43
21.73,83.0,30,1.08,0,0,468.13
15.31,24.0,23,1.94,0,0,324.08
14.79,71.0,26,1.47,0,0,332.55
20.51,21.0,14,1.1,0,0,393.06
19.87,42.0,46,2.3,1,0,520.39
22.36,13.0,19,2.44,0,0,436.2
14.27,18.0,38,2.1,0,0,284.37
24.22,85.0,24,1.85,1,0,713.5
24.91,51.0,39,1.82,0,1,655.5
3.8,83.0,18,2.5,0,0,184.25
21.39,40.0,27,2.91,0,1,595.4
13.0,46.0,53,2.75,0,0,282.61
10.3,20.0,11,1.0,0,0,205.43
15.71,100.0,40,2.24,1,0,480.96
2.34,36.0,30,1.42,0,0,108.41
13.16,55.0,33,1.83,0,0,306.85
21.9,109.0,4,3.09,1,0,1227.83
6.12,52.0,52,1.31,0,0,113.86
11.23,54.0,34,2.83,0,0,276.57
23.55,27.0,50,2.55,0,0,451.51
11.29,59.0,50,1.84,0,0,229.84
9.6,15.0,27,2.17,0,0,192.08
11.57,52.0,4,2.88,1,0,566.77
