demand,supply,base_price,is_peak_hour,is_raining,final_price
16,41,112.2,0,1,161.35
83,32,175.92,0,1,290.53
68,25,113.63,1,1,222.89
91,26,182.97,1,1,372.72
78,50,152.82,1,1,283.17
77,22,181.49,1,1,369.29
77,41,64.25,1,0,95.3
29,26,128.92,0,1,194.33
19,6,55.54,1,0,87.28
82,9,119.76,0,0,217.96
12,15,182.86,1,1,324.58
83,50,138.77,0,1,216.86
79,39,83.48,0,1,133.36
38,16,72.9,1,0,111.07
93,40,52.79,0,1,85.88
24,19,149.99,1,0,212.99
69,38,88.53,1,1,166.16
55,44,130.61,0,1,198.82
18,32,103.42,1,1,181.46
53,36,111.03,0,1,171.35
10,46,136.87,1,1,235.59
84,15,168.21,1,0,306.98
84,27,198.4,1,0,317.44
58,18,100.99,0,0,131.82
95,36,138.75,0,1,229.88
55,18,94.12,1,1,187.25
41,48,168.59,1,0,233.27
57,28,170.63,0,1,272.42
76,13,129.78,1,0,239.17
34,25,195.9,0,1,299.88
14,45,61.42,1,1,106.28
41,49,169.19,0,1,250.74
53,21,191.08,1,0,294.44
65,10,103.74,1,1,237.66
100,29,66.74,1,0,109.01
45,26,154.24,0,1,241.64
66,40,165.82,1,1,308.59
17,22,109.96,1,0,151.08
70,40,185.55,0,1,291.45
88,34,139.14,1,1,271.52
45,32,130.05,0,1,199.8
54,42,183.57,1,0,261.69
93,22,159.14,0,1,287.14
84,42,151.76,1,1,287.64
98,39,189.8,1,0,293.24
38,6,91.5,0,0,141.17
99,32,196.9,1,1,393.8
20,44,142.97,1,1,249.4
22,46,174.35,1,0,234.82
16,29,131.18,0,0,138.18
22,41,78.06,0,1,113.37
71,35,177.57,0,1,283.62
22,19,116.58,1,1,211.01
70,37,87.85,0,0,104.03
94,24,167.8,1,0,281.23
43,13,110.21,0,0,144.06
17,12,102.97,0,1,157.62
22,21,74.38,1,0,104.13
98,50,123.39,0,1,196.46
35,5,113.56,1,0,213.87
52,49,189.52,1,1,341.89
19,5,182.27,0,1,312.9
95,48,75.32,0,1,120.05
36,28,191.73,1,1,349.74
91,10,79.05,0,1,176.07
66,5,167.24,1,0,401.38
67,28,194.36,0,0,239.26
76,42,179.81,1,0,265.53
22,9,88.36,1,0,134.31
33,50,106.51,1,1,187.96
35,5,52.91,1,1,120.81
28,14,51.95,0,1,82.43
40,29,109.77,1,0,157.34
79,45,197.1,1,1,368.92
99,15,70.95,0,1,143.23
53,13,82.62,1,1,171.73
54,7,73.76,1,1,175.18
69,30,137.77,1,0,209.77
37,49,193.59,1,1,343.43
19,29,81.79,1,1,144.22
30,34,89.81,1,0,124.45
95,7,158.41,1,0,394.04
65,42,129.7,0,0,149.31
38,25,194.16,0,0,222.54
73,7,91.36,0,0,174.73
49,6,103.58,1,0,207.16
86,13,55.22,1,0,105.71
17,38,129.65,1,0,174.2
30,6,136.84,1,0,236.54
92,14,67.0,0,0,108.09
19,31,189.72,1,1,333.79
73,29,178.08,1,0,274.84
23,5,108.76,0,1,193.96
53,36,180.32,1,1,332.37
91,40,83.89,1,0,127.68
41,22,189.78,1,0,280.54
24,25,76.52,0,0,83.58
66,37,87.58,0,1,137.82
50,42,68.7,0,0,76.69
84,23,171.25,1,0,282.56
53,42,110.56,0,1,168.41
48,35,152.56,0,0,172.9
77,36,80.65,0,0,97.43
97,24,87.77,0,0,121.82
46,21,125.36,0,1,201.72
55,48,112.47,1,1,203.82
27,11,69.17,1,1,133.15
43,29,119.33,1,1,219.96
17,27,52.98,0,0,56.2
31,26,135.3,1,1,245.54
71,23,187.72,1,0,299.57
53,35,184.19,0,1,284.98
18,7,142.7,0,0,174.81
100,17,117.21,0,0,182.33
70,12,80.72,0,1,156.47
34,8,186.38,1,0,312.7
37,35,190.57,1,1,343.56
20,12,138.07,0,1,214.54
69,25,177.55,0,0,224.67
25,8,90.37,0,0,115.47
52,34,64.88,1,1,119.94
40,17,170.68,1,0,259.81
41,28,159.16,0,0,181.66
52,28,81.51,0,0,96.13
58,37,61.42,1,0,89.22
29,22,95.35,0,0,107.37
73,8,112.43,1,1,282.32
96,19,123.03,1,0,218.99
80,13,124.93,1,0,233.8
69,43,93.46,0,0,108.12
31,10,71.22,0,0,91.29
64,11,199.71,0,0,306.22
46,17,168.74,1,0,262.48
15,49,199.61,1,1,345.33
22,38,182.29,0,1,265.49
25,34,189.3,1,1,335.33
92,7,82.4,1,1,234.84
38,40,92.19,1,0,128.39
48,32,63.95,1,0,92.44
43,26,185.6,0,0,215.16
22,25,198.98,0,1,295.41
87,49,88.27,1,0,130.11
18,15,190.44,0,1,288.04
93,42,95.75,0,0,116.46
48,38,155.5,0,1,236.84
90,29,150.96,0,0,196.25
85,35,165.5,1,0,254.23
44,26,100.02,0,1,156.33
69,6,114.73,1,1,308.13
63,41,63.3,1,1,117.11
78,25,189.82,0,1,322.69
97,9,111.77,0,1,264.89
13,25,63.49,1,1,111.11
35,12,109.82,1,0,172.33
59,24,126.09,1,0,193.67
98,18,131.24,0,0,198.93
93,17,64.98,1,0,118.05
88,41,51.79,0,0,62.64
15,15,185.44,0,1,277.0
74,44,135.6,0,0,157.9
75,19,92.36,0,0,127.0
89,10,195.57,1,1,490.7
37,40,136.67,0,0,149.0
72,33,110.66,0,1,178.36
73,33,143.19,1,0,216.89
97,18,88.51,1,1,195.65
20,48,145.24,1,0,194.74
27,22,121.9,1,0,172.78
58,32,134.43,0,1,211.83
71,50,91.52,1,1,168.33
31,10,50.51,1,0,79.9
37,14,142.06,0,0,177.1
75,31,196.16,0,1,320.6
55,46,131.88,0,1,200.06
29,10,185.12,1,1,363.51
36,45,135.26,0,1,199.95
82,12,50.09,0,1,101.72
67,9,174.18,1,1,412.81
17,25,70.21,0,0,74.8
31,36,119.31,1,0,165.1
71,36,195.89,1,0,292.25
14,16,86.59,1,0,119.7
43,38,84.49,1,0,119.15
89,21,128.7,0,1,232.25
84,41,130.82,1,1,248.56
42,14,169.82,0,1,285.3
54,36,132.45,1,0,191.52
31,20,171.54,0,1,265.48
12,5,100.03,1,0,150.05
18,24,104.07,0,0,111.56
41,35,181.94,0,1,275.44
48,49,160.17,1,1,287.67
20,14,192.62,1,0,276.09
30,20,193.56,0,1,298.64
82,36,145.76,1,1,280.1
35,30,131.21,0,0,146.02
96,9,157.18,0,1,370.94
62,8,142.33,0,1,297.31
25,38,117.21,0,0,124.72
86,14,141.95,1,0,265.92
42,7,185.57,0,0,282.99
55,12,121.46,1,1,257.87
45,16,136.19,0,1,226.72
92,31,138.21,0,0,177.95
76,26,185.68,0,1,312.22
61,33,72.57,1,0,107.36
72,49,98.16,1,1,181.01
17,36,106.25,0,1,153.63
32,23,104.58,0,1,160.36
29,21,117.06,0,0,132.49
81,6,100.37,0,0,216.51
42,23,52.15,0,1,82.14
19,8,132.03,1,0,199.51
75,40,69.45,1,1,130.77
46,15,120.63,0,1,203.56
76,16,86.36,1,0,150.88
11,17,79.12,1,1,139.34
77,46,55.73,1,0,81.58
34,15,60.83,0,0,73.76
22,42,56.61,1,0,76.49
23,27,127.7,1,1,227.58
89,16,125.5,1,1,279.05
13,10,78.69,1,0,111.6
43,46,126.94,1,1,227.41
10,13,111.66,0,0,119.64
42,13,76.98,0,0,100.07
79,21,192.37,1,1,396.11
98,18,175.64,1,1,389.18
77,38,177.47,0,0,212.51
84,44,114.22,1,0,169.81
37,27,109.26,0,1,167.4
59,29,119.53,1,1,226.71
81,30,149.07,1,0,232.74
12,18,144.3,0,1,211.13
50,45,71.71,0,1,108.19
91,49,172.4,1,1,324.46
39,30,66.91,0,0,75.33
95,28,121.62,1,1,246.6
99,10,123.51,1,1,321.13
11,34,138.81,1,0,184.82
46,22,197.59,0,0,237.11
28,30,113.23,1,1,202.72
17,15,185.45,0,1,279.33
60,42,188.66,0,1,290.45
89,22,53.44,0,1,95.49
55,23,153.25,1,0,234.34
81,37,72.69,1,1,139.07
19,31,109.24,1,1,192.19
17,50,167.23,1,1,289.87
91,43,112.55,1,0,169.59
96,18,79.28,0,0,119.34
53,24,168.31,0,1,271.32
97,11,160.65,1,0,338.7
33,22,81.16,1,0,117.15
37,18,96.28,0,0,115.03
33,47,91.2,0,1,133.95
